,Stimmen,Prozent,Name,Partei,Wahlbezirk_Location,Wahlbezirk,Jahr,Stadt
6020,179,"40,87 %",Hillert,CDU,EiringhausenWest,EiringhausenWest,2014,Plettenberg
6021,35,"7,99 %",Holzmann,FDP,EiringhausenWest,EiringhausenWest,2014,Plettenberg
6022,41,"9,36 %",Beier,UWG,EiringhausenWest,EiringhausenWest,2014,Plettenberg
6023,10,"2,28 %",Keiderling,GRÜNE,EiringhausenWest,EiringhausenWest,2014,Plettenberg
6024,20,"4,57 %",Küper,AfD,EiringhausenWest,EiringhausenWest,2014,Plettenberg
6025,195,"34,33 %",Dr. Schmidtsiefer,SPD,EiringhausenOstPaselSiesel,EiringhausenOstPaselSiesel,2014,Plettenberg
6026,188,"33,10 %",Langhammer,CDU,EiringhausenOstPaselSiesel,EiringhausenOstPaselSiesel,2014,Plettenberg
6027,76,"13,38 %",Kirchhoff,FDP,EiringhausenOstPaselSiesel,EiringhausenOstPaselSiesel,2014,Plettenberg
6028,44,"7,75 %",May,UWG,EiringhausenOstPaselSiesel,EiringhausenOstPaselSiesel,2014,Plettenberg
6029,16,"2,82 %",Keiderling,GRÜNE,EiringhausenOstPaselSiesel,EiringhausenOstPaselSiesel,2014,Plettenberg
6030,49,"8,63 %",Knips,AfD,EiringhausenOstPaselSiesel,EiringhausenOstPaselSiesel,2014,Plettenberg
6031,139,"41,00 %",Nebeling,CDU,01_DrolshagenSued,01_DrolshagenSued,2014,Drolshagen
6032,62,"18,29 %",Lange,UCW Drolshagen,01_DrolshagenSued,01_DrolshagenSued,2014,Drolshagen
6033,40,"11,80 %",Stupperich,UDW,01_DrolshagenSued,01_DrolshagenSued,2014,Drolshagen
6034,98,"28,91 %",Gosmann,SPD,01_DrolshagenSued,01_DrolshagenSued,2014,Drolshagen
6035,151,"38,13 %",Melcher,CDU,02_DrolshagenOst,02_DrolshagenOst,2014,Drolshagen
6036,75,"18,94 %",Shinas,UCW Drolshagen,02_DrolshagenOst,02_DrolshagenOst,2014,Drolshagen
6037,75,"18,94 %",Tump-Forsthoff,UDW,02_DrolshagenOst,02_DrolshagenOst,2014,Drolshagen
6038,95,"23,99 %",Hahnl,SPD,02_DrolshagenOst,02_DrolshagenOst,2014,Drolshagen
6039,123,"28,28 %",Ackerschott,CDU,03_DrolshagenMitte,03_DrolshagenMitte,2014,Drolshagen
6040,96,"22,07 %",Fölting,UCW Drolshagen,03_DrolshagenMitte,03_DrolshagenMitte,2014,Drolshagen
6041,76,"17,47 %",Wintersohl,UDW,03_DrolshagenMitte,03_DrolshagenMitte,2014,Drolshagen
6042,140,"32,18 %",Gosmann,SPD,03_DrolshagenMitte,03_DrolshagenMitte,2014,Drolshagen
6043,131,"34,03 %",Meinerzhagen,CDU,04_DrolshagenNord,04_DrolshagenNord,2014,Drolshagen
6044,97,"25,19 %",Hermann,UCW Drolshagen,04_DrolshagenNord,04_DrolshagenNord,2014,Drolshagen
6045,80,"20,78 %",Schürmann,UDW,04_DrolshagenNord,04_DrolshagenNord,2014,Drolshagen
6046,77,"20,00 %",Reuber,SPD,04_DrolshagenNord,04_DrolshagenNord,2014,Drolshagen
6047,82,"24,12 %",Rische,CDU,05_DrolshagenWest,05_DrolshagenWest,2014,Drolshagen
6048,75,"22,06 %",Nießen,UCW Drolshagen,05_DrolshagenWest,05_DrolshagenWest,2014,Drolshagen
6049,114,"33,53 %",Dr. jur. Buchholz,UDW,05_DrolshagenWest,05_DrolshagenWest,2014,Drolshagen
6050,69,"20,29 %",Pongratz,SPD,05_DrolshagenWest,05_DrolshagenWest,2014,Drolshagen
6051,192,"51,89 %",Wigger,CDU,06_Berlinghausen,06_Berlinghausen,2014,Drolshagen
6052,47,"12,70 %",Gloth,UCW Drolshagen,06_Berlinghausen,06_Berlinghausen,2014,Drolshagen
6053,65,"17,57 %",Halbe,UDW,06_Berlinghausen,06_Berlinghausen,2014,Drolshagen
6054,66,"17,84 %",Wagner,SPD,06_Berlinghausen,06_Berlinghausen,2014,Drolshagen
6055,344,"68,80 %",Berghof,CDU,07_Iseringhausen,07_Iseringhausen,2014,Drolshagen
6056,37,"7,40 %",Schürholz,UCW Drolshagen,07_Iseringhausen,07_Iseringhausen,2014,Drolshagen
6057,62,"12,40 %",Zeppenfeld,UDW,07_Iseringhausen,07_Iseringhausen,2014,Drolshagen
6058,57,"11,40 %",Valperz,SPD,07_Iseringhausen,07_Iseringhausen,2014,Drolshagen
6059,140,"33,82 %",Meinerzhagen,CDU,08_Benolpe__DrolshagenAuf_dem_Beul,08_Benolpe__DrolshagenAuf_dem_Beul,2014,Drolshagen
6060,98,"23,67 %",Behme,UCW Drolshagen,08_Benolpe__DrolshagenAuf_dem_Beul,08_Benolpe__DrolshagenAuf_dem_Beul,2014,Drolshagen
6061,92,"22,22 %",Schürmann,UDW,08_Benolpe__DrolshagenAuf_dem_Beul,08_Benolpe__DrolshagenAuf_dem_Beul,2014,Drolshagen
6062,84,"20,29 %",Beyer-Köster,SPD,08_Benolpe__DrolshagenAuf_dem_Beul,08_Benolpe__DrolshagenAuf_dem_Beul,2014,Drolshagen
6063,291,"58,79 %",Köhler,CDU,09_Huetzemert,09_Huetzemert,2014,Drolshagen
6064,99,"20,00 %",Halbe,UCW Drolshagen,09_Huetzemert,09_Huetzemert,2014,Drolshagen
6065,48,"9,70 %",Halbe,UDW,09_Huetzemert,09_Huetzemert,2014,Drolshagen
6066,57,"11,52 %",David,SPD,09_Huetzemert,09_Huetzemert,2014,Drolshagen
6067,214,"59,78 %",Möthe,CDU,10_BlecheScheda,10_BlecheScheda,2014,Drolshagen
6068,41,"11,45 %",Hagemann,UCW Drolshagen,10_BlecheScheda,10_BlecheScheda,2014,Drolshagen
6069,51,"14,25 %",Jadatz,UDW,10_BlecheScheda,10_BlecheScheda,2014,Drolshagen
6070,52,"14,53 %",Brömme,SPD,10_BlecheScheda,10_BlecheScheda,2014,Drolshagen
6071,234,"45,97 %",Berg,CDU,11_Germinghausen__Wegeringhausen,11_Germinghausen__Wegeringhausen,2014,Drolshagen
6072,53,"10,41 %",Schürholz,UCW Drolshagen,11_Germinghausen__Wegeringhausen,11_Germinghausen__Wegeringhausen,2014,Drolshagen
6073,170,"33,40 %",Demnig,UDW,11_Germinghausen__Wegeringhausen,11_Germinghausen__Wegeringhausen,2014,Drolshagen
6074,52,"10,22 %",Engel,SPD,11_Germinghausen__Wegeringhausen,11_Germinghausen__Wegeringhausen,2014,Drolshagen
6075,249,"54,13 %",Hesse,CDU,12_FrenkhausenDumicke,12_FrenkhausenDumicke,2014,Drolshagen
6076,43,"9,35 %",Theile,UCW Drolshagen,12_FrenkhausenDumicke,12_FrenkhausenDumicke,2014,Drolshagen
6077,71,"15,43 %",Feibel,UDW,12_FrenkhausenDumicke,12_FrenkhausenDumicke,2014,Drolshagen
6078,97,"21,09 %",Theile,SPD,12_FrenkhausenDumicke,12_FrenkhausenDumicke,2014,Drolshagen
6079,328,"67,91 %",Heuel,CDU,13_Schreibershof,13_Schreibershof,2014,Drolshagen
6080,45,"9,32 %",Rath,UCW Drolshagen,13_Schreibershof,13_Schreibershof,2014,Drolshagen
6081,60,"12,42 %",Struve,UDW,13_Schreibershof,13_Schreibershof,2014,Drolshagen
6082,50,"10,35 %",Hardt,SPD,13_Schreibershof,13_Schreibershof,2014,Drolshagen
6083,234,"41,56 %",Walter,CDU,001_Olpe_I_Suedlicher_Bratzkopf,001_Olpe_I_Suedlicher_Bratzkopf,2014,Olpe
6084,149,"26,47 %",Ohm,UCW Olpe,001_Olpe_I_Suedlicher_Bratzkopf,001_Olpe_I_Suedlicher_Bratzkopf,2014,Olpe
6085,110,"19,54 %",Özge,SPD,001_Olpe_I_Suedlicher_Bratzkopf,001_Olpe_I_Suedlicher_Bratzkopf,2014,Olpe
6086,36,"6,39 %",Thölke,GRÜNE,001_Olpe_I_Suedlicher_Bratzkopf,001_Olpe_I_Suedlicher_Bratzkopf,2014,Olpe
6087,34,"6,04 %",Reuber,FDP,001_Olpe_I_Suedlicher_Bratzkopf,001_Olpe_I_Suedlicher_Bratzkopf,2014,Olpe
6088,249,"46,80 %",Clemens,CDU,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,2014,Olpe
6089,93,"17,48 %",Zimmermann,UCW Olpe,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,2014,Olpe
6090,82,"15,41 %",Hoffmann,SPD,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,2014,Olpe
6091,62,"11,65 %",Holzschneiders,GRÜNE,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,2014,Olpe
6092,46,"8,65 %",Gutheil,FDP,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,002_Olpe_II_Westlicher_Bratzkopf_Bahnhof_Wueste,2014,Olpe
6093,170,"46,58 %",Schneider,CDU,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,2014,Olpe
6094,89,"24,38 %",Löser,UCW Olpe,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,2014,Olpe
6095,57,"15,62 %",Kopietz,SPD,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,2014,Olpe
6096,25,"6,85 %",Hohn,GRÜNE,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,2014,Olpe
6097,24,"6,58 %",Stamm,FDP,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,003_Olpe_III_Westlicher_Hoher_Stein_Bruchstrasse,2014,Olpe
6098,254,"36,81 %",Reißner,CDU,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,2014,Olpe
6099,197,"28,55 %",Lubig,UCW Olpe,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,2014,Olpe
6100,128,"18,55 %",Jürgens,SPD,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,2014,Olpe
6101,70,"10,14 %",Hohn,GRÜNE,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,2014,Olpe
6102,41,"5,94 %",Wurm,FDP,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,004_Olpe_IV_Oberer_Hoher_Stein__Kimicker_Berg,2014,Olpe
6103,214,"48,20 %",Hütte,CDU,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,2014,Olpe
6104,130,"29,28 %",Nieder,UCW Olpe,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,2014,Olpe
6105,54,"12,16 %",Köster,SPD,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,2014,Olpe
6106,23,"5,18 %",Simonte,GRÜNE,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,2014,Olpe
6107,23,"5,18 %",Remy,FDP,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,005_Olpe_V_Unterer_Hoher_SteinMartinstrasse,2014,Olpe
6108,183,"43,26 %",Arens,CDU,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,2014,Olpe
6109,102,"24,11 %",Spuhler,UCW Olpe,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,2014,Olpe
6110,75,"17,73 %",Wigger,SPD,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,2014,Olpe
6111,37,"8,75 %",Stahl,GRÜNE,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,2014,Olpe
6112,26,"6,15 %",Doormann,FDP,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,006_Olpe_VI_Oestlicher_Hoher_Stein_Guensetal,2014,Olpe
6113,225,"38,53 %",Sieg,CDU,007_Olpe_VII_Eichhardt_Martinstrasse,007_Olpe_VII_Eichhardt_Martinstrasse,2014,Olpe
6114,179,"30,65 %",Dornseifer,UCW Olpe,007_Olpe_VII_Eichhardt_Martinstrasse,007_Olpe_VII_Eichhardt_Martinstrasse,2014,Olpe
6115,85,"14,55 %",Stamm,SPD,007_Olpe_VII_Eichhardt_Martinstrasse,007_Olpe_VII_Eichhardt_Martinstrasse,2014,Olpe
6116,47,"8,05 %",Stahl,GRÜNE,007_Olpe_VII_Eichhardt_Martinstrasse,007_Olpe_VII_Eichhardt_Martinstrasse,2014,Olpe
6117,48,"8,22 %",Heide,FDP,007_Olpe_VII_Eichhardt_Martinstrasse,007_Olpe_VII_Eichhardt_Martinstrasse,2014,Olpe
6118,156,"45,09 %",Horn,CDU,008_Olpe_VIII_Hakemicke,008_Olpe_VIII_Hakemicke,2014,Olpe
6119,58,"16,76 %",Burghaus,UCW Olpe,008_Olpe_VIII_Hakemicke,008_Olpe_VIII_Hakemicke,2014,Olpe
6120,89,"25,72 %",Wigger,SPD,008_Olpe_VIII_Hakemicke,008_Olpe_VIII_Hakemicke,2014,Olpe
6121,28,"8,09 %",Bitzer,GRÜNE,008_Olpe_VIII_Hakemicke,008_Olpe_VIII_Hakemicke,2014,Olpe
6122,15,"4,34 %",Urbaniak,FDP,008_Olpe_VIII_Hakemicke,008_Olpe_VIII_Hakemicke,2014,Olpe
6123,265,"47,24 %",Scheele,CDU,009_Olpe_IX_Kortemicke_Rochusstrasse,009_Olpe_IX_Kortemicke_Rochusstrasse,2014,Olpe
6124,94,"16,76 %",Schmidt,UCW Olpe,009_Olpe_IX_Kortemicke_Rochusstrasse,009_Olpe_IX_Kortemicke_Rochusstrasse,2014,Olpe
6125,123,"21,93 %",Wigger,SPD,009_Olpe_IX_Kortemicke_Rochusstrasse,009_Olpe_IX_Kortemicke_Rochusstrasse,2014,Olpe
6126,30,"5,35 %",Nenne,GRÜNE,009_Olpe_IX_Kortemicke_Rochusstrasse,009_Olpe_IX_Kortemicke_Rochusstrasse,2014,Olpe
6127,49,"8,73 %",Feldmann,FDP,009_Olpe_IX_Kortemicke_Rochusstrasse,009_Olpe_IX_Kortemicke_Rochusstrasse,2014,Olpe
6128,200,"34,97 %",Klapheck,CDU,010_Olpe_X_Hatzenberg,010_Olpe_X_Hatzenberg,2014,Olpe
6129,158,"27,62 %",Pulte,UCW Olpe,010_Olpe_X_Hatzenberg,010_Olpe_X_Hatzenberg,2014,Olpe
6130,130,"22,73 %",Alexander,SPD,010_Olpe_X_Hatzenberg,010_Olpe_X_Hatzenberg,2014,Olpe
6131,52,"9,09 %",Döbbeler,GRÜNE,010_Olpe_X_Hatzenberg,010_Olpe_X_Hatzenberg,2014,Olpe
6132,32,"5,59 %",Abel,FDP,010_Olpe_X_Hatzenberg,010_Olpe_X_Hatzenberg,2014,Olpe
6133,278,"36,25 %",Ritter,CDU,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,2014,Olpe
6134,189,"24,64 %",Reuber,UCW Olpe,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,2014,Olpe
6135,156,"20,34 %",Truttmann,SPD,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,2014,Olpe
6136,61,"7,95 %",Buthe,GRÜNE,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,2014,Olpe
6137,83,"10,82 %",Stenzel,FDP,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,011_Olpe_XI_Oestl_ImbergObere_Westfaelische_Str,2014,Olpe
6138,335,"47,93 %",Bröcher,CDU,012_Rueblinghausen__Sassmicke,012_Rueblinghausen__Sassmicke,2014,Olpe
6139,232,"33,19 %",Kreinberg,UCW Olpe,012_Rueblinghausen__Sassmicke,012_Rueblinghausen__Sassmicke,2014,Olpe
6140,96,"13,73 %",Susel,SPD,012_Rueblinghausen__Sassmicke,012_Rueblinghausen__Sassmicke,2014,Olpe
6141,24,"3,43 %",Dr. Meyer,GRÜNE,012_Rueblinghausen__Sassmicke,012_Rueblinghausen__Sassmicke,2014,Olpe
6142,12,"1,72 %",Kirschner,FDP,012_Rueblinghausen__Sassmicke,012_Rueblinghausen__Sassmicke,2014,Olpe
6143,312,"54,64 %",Primavesi,CDU,013_Dahl__Friedrichsthal,013_Dahl__Friedrichsthal,2014,Olpe
6144,101,"17,69 %",Baubkus,UCW Olpe,013_Dahl__Friedrichsthal,013_Dahl__Friedrichsthal,2014,Olpe
6145,85,"14,89 %",Simons,SPD,013_Dahl__Friedrichsthal,013_Dahl__Friedrichsthal,2014,Olpe
6146,54,"9,46 %",Dr. Meyer,GRÜNE,013_Dahl__Friedrichsthal,013_Dahl__Friedrichsthal,2014,Olpe
6147,19,"3,33 %",Zimmermann,FDP,013_Dahl__Friedrichsthal,013_Dahl__Friedrichsthal,2014,Olpe
6148,262,"47,72 %",Schnüttgen,CDU,014_Rehringhausen__Stachelau__Griesemert,014_Rehringhausen__Stachelau__Griesemert,2014,Olpe
6149,39,"7,10 %",Burghaus,UCW Olpe,014_Rehringhausen__Stachelau__Griesemert,014_Rehringhausen__Stachelau__Griesemert,2014,Olpe
6150,102,"18,58 %",Jung,SPD,014_Rehringhausen__Stachelau__Griesemert,014_Rehringhausen__Stachelau__Griesemert,2014,Olpe
6151,55,"10,02 %",Klocke,GRÜNE,014_Rehringhausen__Stachelau__Griesemert,014_Rehringhausen__Stachelau__Griesemert,2014,Olpe
6152,91,"16,58 %",Eckert,FDP,014_Rehringhausen__Stachelau__Griesemert,014_Rehringhausen__Stachelau__Griesemert,2014,Olpe
6153,318,"63,10 %",Weber,CDU,015_Altenkleusheim__Neuenkleusheim,015_Altenkleusheim__Neuenkleusheim,2014,Olpe
6154,29,"5,75 %",Grebe,UCW Olpe,015_Altenkleusheim__Neuenkleusheim,015_Altenkleusheim__Neuenkleusheim,2014,Olpe
6155,100,"19,84 %",Reichel,SPD,015_Altenkleusheim__Neuenkleusheim,015_Altenkleusheim__Neuenkleusheim,2014,Olpe
6156,29,"5,75 %",Bock,GRÜNE,015_Altenkleusheim__Neuenkleusheim,015_Altenkleusheim__Neuenkleusheim,2014,Olpe
6157,28,"5,56 %",Schneider,FDP,015_Altenkleusheim__Neuenkleusheim,015_Altenkleusheim__Neuenkleusheim,2014,Olpe
6158,315,"51,30 %",Rasche,CDU,016_Luetringhausen__Thieringhausen,016_Luetringhausen__Thieringhausen,2014,Olpe
6159,105,"17,10 %",Maciej,UCW Olpe,016_Luetringhausen__Thieringhausen,016_Luetringhausen__Thieringhausen,2014,Olpe
6160,109,"17,75 %",Langner,SPD,016_Luetringhausen__Thieringhausen,016_Luetringhausen__Thieringhausen,2014,Olpe
6161,66,"10,75 %",Rygusiak,GRÜNE,016_Luetringhausen__Thieringhausen,016_Luetringhausen__Thieringhausen,2014,Olpe
6162,19,"3,09 %",Nies,FDP,016_Luetringhausen__Thieringhausen,016_Luetringhausen__Thieringhausen,2014,Olpe
6163,292,"48,03 %",Scheffel,CDU,017_Rhode,017_Rhode,2014,Olpe
6164,127,"20,89 %",Molter,UCW Olpe,017_Rhode,017_Rhode,2014,Olpe
6165,70,"11,51 %",Stamm,SPD,017_Rhode,017_Rhode,2014,Olpe
6166,63,"10,36 %",von Sobbe-Bitzer,GRÜNE,017_Rhode,017_Rhode,2014,Olpe
6167,56,"9,21 %",Dr. Junker,FDP,017_Rhode,017_Rhode,2014,Olpe
6168,195,"39,55 %",Heim,CDU,018_Eichhagen__Sondern__RhodeWest,018_Eichhagen__Sondern__RhodeWest,2014,Olpe
6169,108,"21,91 %",Kemper,UCW Olpe,018_Eichhagen__Sondern__RhodeWest,018_Eichhagen__Sondern__RhodeWest,2014,Olpe
6170,83,"16,84 %",Baer,SPD,018_Eichhagen__Sondern__RhodeWest,018_Eichhagen__Sondern__RhodeWest,2014,Olpe
6171,45,"9,13 %",Ellmann,GRÜNE,018_Eichhagen__Sondern__RhodeWest,018_Eichhagen__Sondern__RhodeWest,2014,Olpe
6172,62,"12,58 %",Moseler,FDP,018_Eichhagen__Sondern__RhodeWest,018_Eichhagen__Sondern__RhodeWest,2014,Olpe
6173,436,"77,86 %",Epe,CDU,019_Neger__Oberveischede,019_Neger__Oberveischede,2014,Olpe
6174,25,"4,46 %",Suchsland,UCW Olpe,019_Neger__Oberveischede,019_Neger__Oberveischede,2014,Olpe
6175,59,"10,54 %",Allebrodt,SPD,019_Neger__Oberveischede,019_Neger__Oberveischede,2014,Olpe
6176,31,"5,54 %",Krutzinna,GRÜNE,019_Neger__Oberveischede,019_Neger__Oberveischede,2014,Olpe
6177,9,"1,61 %",Dr. Seyfert,FDP,019_Neger__Oberveischede,019_Neger__Oberveischede,2014,Olpe
6178,107,"35,43 %",Becker,SPD,Erndtebrueck_I,Erndtebrueck_I,2014,Erndtebrück
6179,82,"27,15 %",Pfeiffer,CDU,Erndtebrueck_I,Erndtebrueck_I,2014,Erndtebrück
6180,68,"22,52 %",Benfer,FDP,Erndtebrueck_I,Erndtebrueck_I,2014,Erndtebrück
6181,45,"14,90 %",Wörster,UWG,Erndtebrueck_I,Erndtebrueck_I,2014,Erndtebrück
6182,113,"37,67 %",Gronau,SPD,Erndtebrueck_II,Erndtebrueck_II,2014,Erndtebrück
6183,103,"34,33 %",Völkel,CDU,Erndtebrueck_II,Erndtebrueck_II,2014,Erndtebrück
6184,34,"11,33 %",Völkel,FDP,Erndtebrueck_II,Erndtebrueck_II,2014,Erndtebrück
6185,50,"16,67 %",Braun,UWG,Erndtebrueck_II,Erndtebrueck_II,2014,Erndtebrück
6186,133,"40,80 %",Laues-Oltersdorf,SPD,Erndtebrueck_III,Erndtebrueck_III,2014,Erndtebrück
6187,83,"25,46 %",Linten,CDU,Erndtebrueck_III,Erndtebrueck_III,2014,Erndtebrück
6188,45,"13,80 %",Feth,FDP,Erndtebrueck_III,Erndtebrueck_III,2014,Erndtebrück
6189,65,"19,94 %",Völkel,UWG,Erndtebrueck_III,Erndtebrueck_III,2014,Erndtebrück
6190,147,"45,37 %",Laues,SPD,Erndtebrueck_IV,Erndtebrueck_IV,2014,Erndtebrück
6191,96,"29,63 %",Killer,CDU,Erndtebrueck_IV,Erndtebrueck_IV,2014,Erndtebrück
6192,31,"9,57 %",Herling,FDP,Erndtebrueck_IV,Erndtebrueck_IV,2014,Erndtebrück
6193,50,"15,43 %",Scholz,UWG,Erndtebrueck_IV,Erndtebrueck_IV,2014,Erndtebrück
6194,102,"31,68 %",Beitzel,SPD,Erndtebrueck_V,Erndtebrueck_V,2014,Erndtebrück
6195,58,"18,01 %",Hannig,CDU,Erndtebrueck_V,Erndtebrueck_V,2014,Erndtebrück
6196,129,"40,06 %",Grebe,FDP,Erndtebrueck_V,Erndtebrueck_V,2014,Erndtebrück
6197,33,"10,25 %",Schiemann,UWG,Erndtebrueck_V,Erndtebrueck_V,2014,Erndtebrück
6198,91,"34,47 %",Dreisbach,SPD,Erndtebrueck_VI__Zinse,Erndtebrueck_VI__Zinse,2014,Erndtebrück
6199,109,"41,29 %",Benfer,CDU,Erndtebrueck_VI__Zinse,Erndtebrueck_VI__Zinse,2014,Erndtebrück
6200,46,"17,42 %",Seifert,FDP,Erndtebrueck_VI__Zinse,Erndtebrueck_VI__Zinse,2014,Erndtebrück
6201,18,"6,82 %",Althaus,UWG,Erndtebrueck_VI__Zinse,Erndtebrueck_VI__Zinse,2014,Erndtebrück
6202,144,"49,66 %",Nölling,SPD,Womelsdorf__Birkelbach_I,Womelsdorf__Birkelbach_I,2014,Erndtebrück
6203,104,"35,86 %",Strack,CDU,Womelsdorf__Birkelbach_I,Womelsdorf__Birkelbach_I,2014,Erndtebrück
6204,9,"3,10 %",Rath,FDP,Womelsdorf__Birkelbach_I,Womelsdorf__Birkelbach_I,2014,Erndtebrück
6205,33,"11,38 %",Saßmannshausen,UWG,Womelsdorf__Birkelbach_I,Womelsdorf__Birkelbach_I,2014,Erndtebrück
6206,82,"28,98 %",Koppe,SPD,Benfe__Erndtebrueck_VIII,Benfe__Erndtebrueck_VIII,2014,Erndtebrück
6207,63,"22,26 %",Boshof,CDU,Benfe__Erndtebrueck_VIII,Benfe__Erndtebrueck_VIII,2014,Erndtebrück
6208,34,"12,01 %",Schön,FDP,Benfe__Erndtebrueck_VIII,Benfe__Erndtebrueck_VIII,2014,Erndtebrück
6209,104,"36,75 %",Althaus,UWG,Benfe__Erndtebrueck_VIII,Benfe__Erndtebrueck_VIII,2014,Erndtebrück
6210,119,"34,29 %",Menzel,SPD,Roespe__Birkelbach_II,Roespe__Birkelbach_II,2014,Erndtebrück
6211,151,"43,52 %",Hoffmann,CDU,Roespe__Birkelbach_II,Roespe__Birkelbach_II,2014,Erndtebrück
6212,26,"7,49 %",Hanses,FDP,Roespe__Birkelbach_II,Roespe__Birkelbach_II,2014,Erndtebrück
6213,51,"14,70 %",Kettler,UWG,Roespe__Birkelbach_II,Roespe__Birkelbach_II,2014,Erndtebrück
6214,110,"36,79 %",Saßmannshausen,SPD,Schameder,Schameder,2014,Erndtebrück
6215,107,"35,79 %",Dreisbach,CDU,Schameder,Schameder,2014,Erndtebrück
6216,62,"20,74 %",Motl,FDP,Schameder,Schameder,2014,Erndtebrück
6217,20,"6,69 %",Wied,UWG,Schameder,Schameder,2014,Erndtebrück
6218,93,"23,43 %",Menn,SPD,Balde__Birkefehl,Balde__Birkefehl,2014,Erndtebrück
6219,201,"50,63 %",Haschke,CDU,Balde__Birkefehl,Balde__Birkefehl,2014,Erndtebrück
6220,52,"13,10 %",Flender,FDP,Balde__Birkefehl,Balde__Birkefehl,2014,Erndtebrück
6221,51,"12,85 %",Müsse,UWG,Balde__Birkefehl,Balde__Birkefehl,2014,Erndtebrück
6222,218,"47,19 %",Conrad,CDU,Bad_Laasphe_1_Puderbach,Bad_Laasphe_1_Puderbach,2014,Bad Laasphe
6223,180,"38,96 %",Schuppener,SPD,Bad_Laasphe_1_Puderbach,Bad_Laasphe_1_Puderbach,2014,Bad Laasphe
6224,31,"6,71 %",Petri,FDP,Bad_Laasphe_1_Puderbach,Bad_Laasphe_1_Puderbach,2014,Bad Laasphe
6225,33,"7,14 %",Peczkowski,GRÜNE,Bad_Laasphe_1_Puderbach,Bad_Laasphe_1_Puderbach,2014,Bad Laasphe
6226,72,"14,12 %",Schäfer,CDU,Stadtteil_Niederlaasphe,Stadtteil_Niederlaasphe,2014,Bad Laasphe
6227,404,"79,22 %",Schäfer,SPD,Stadtteil_Niederlaasphe,Stadtteil_Niederlaasphe,2014,Bad Laasphe
